"2007-01-01 00:00:00", "8.0", "0.0", "26.73"
"2007-01-02 00:00:00", "2.0", "0.0", "52.56"
"2007-01-03 00:00:00", "7.0", "0.0", "32.57"
"2007-01-04 00:00:00", "11.0", "8.0", "25.93"
"2007-01-05 00:00:00", "12.0", "10.4", "30.51"
"2007-01-06 00:00:00", "13.0", "4.2", "58.64"
"2007-01-07 00:00:00", "5.0", "10.5", "73.83"
"2007-01-08 00:00:00", "7.0", "0.7", "60.37"
"2007-01-09 00:00:00", "2.0", "10.0", "58.51"
"2007-01-10 00:00:00", "-6.0", "0.0", "36.92"
"2007-01-11 00:00:00", "6.0", "2.0", "25.24"
"2007-01-12 00:00:00", "5.0", "4.0", "25.99"
"2007-01-13 00:00:00", "-2.0", "0.0", "28.83"
"2007-01-14 00:00:00", "-2.0", "0.0", "25.84"
"2007-01-15 00:00:00", "-7.0", "16.0", "18.49"
"2007-01-16 00:00:00", "-12.0", "2.0", "14.54"
"2007-01-17 00:00:00", "-7.0", "0.0", "13.38"
"2007-01-18 00:00:00", "0.0", "2.0", "12.70"
"2007-01-19 00:00:00", "0.0", "2.0", "12.11"
"2007-01-20 00:00:00", "-11.0", "0.0", "11.59"
"2007-01-21 00:00:00", "-11.0", "0.0", "11.14"
"2007-01-22 00:00:00", "-9.0", "0.0", "10.74"
"2007-01-23 00:00:00", "-1.0", "0.0", "10.39"
"2007-01-24 00:00:00", "-7.0", "0.0", "10.08"
"2007-01-25 00:00:00", "-15.0", "0.0", "9.800"
"2007-01-26 00:00:00", "-16.0", "0.0", "9.550"
"2007-01-27 00:00:00", "-14.0", "3.0", "9.310"
"2007-01-28 00:00:00", "-7.0", "0.0", "9.100"
"2007-01-29 00:00:00", "-12.0", "0.0", "8.890"
"2007-01-30 00:00:00", "-14.0", "0.0", "8.700"
"2007-01-31 00:00:00", "-5.5", "2.0", "8.510"
"2007-02-01 00:00:00", "-0.5", "0.0", "8.300"
"2007-02-02 00:00:00", "1.0", "2.0", "8.090"
"2007-02-03 00:00:00", "-6.0", "0.0", "7.900"
"2007-02-04 00:00:00", "-11.0", "0.0", "7.710"
"2007-02-05 00:00:00", "-15.0", "0.0", "7.530"
"2007-02-06 00:00:00", "-11.0", "0.0", "7.360"
"2007-02-07 00:00:00", "-9.0", "0.0", "7.200"
"2007-02-08 00:00:00", "-8.0", "0.0", "7.040"
"2007-02-09 00:00:00", "-9.0", "0.0", "6.890"
"2007-02-10 00:00:00", "-6.0", "0.0", "6.750"
"2007-02-11 00:00:00", "-4.0", "0.0", "6.620"
"2007-02-12 00:00:00", "-10.0", "0.0", "6.490"
"2007-02-13 00:00:00", "-12.0", "2.0", "6.360"
"2007-02-14 00:00:00", "-10.5", "", "6.240"
"2007-02-15 00:00:00", "-13.0", "0.0", "6.130"
"2007-02-16 00:00:00", "-6.0", "0.0", "6.020"
"2007-02-17 00:00:00", "-0.4", "0.0", "5.910"
"2007-02-18 00:00:00", "-6.0", "0.0", "5.810"
"2007-02-19 00:00:00", "-11.0", "0.0", "5.710"
"2007-02-20 00:00:00", "-7.0", "0.0", "5.620"
"2007-02-21 00:00:00", "-4.0", "0.0", "5.530"
"2007-02-22 00:00:00", "-5.0", "0.0", "5.450"
"2007-02-23 00:00:00", "-8.0", "0.0", "5.360"
"2007-02-24 00:00:00", "-7.0", "0.0", "5.280"
"2007-02-25 00:00:00", "-3.0", "0.0", "5.210"
"2007-02-26 00:00:00", "-3.0", "0.0", "5.130"
"2007-02-27 00:00:00", "1.0", "0.0", "5.060"
"2007-02-28 00:00:00", "-1.6", "0.0", "5.000"
"2007-03-01 00:00:00", "-2.0", "0.0", "4.870"
"2007-03-02 00:00:00", "1.0", "2.0", "4.810"
"2007-03-03 00:00:00", "3.0", "0.0", "4.750"
"2007-03-04 00:00:00", "0.0", "0.0", "4.690"
"2007-03-05 00:00:00", "-3.0", "0.0", "4.640"
"2007-03-06 00:00:00", "-14.5", "0.0", "4.590"
"2007-03-07 00:00:00", "-9.0", "0.0", "4.540"
"2007-03-08 00:00:00", "-14.0", "0.0", "4.510"
"2007-03-09 00:00:00", "-9.0", "0.0", "4.470"
"2007-03-10 00:00:00", "5.0", "0.0", "4.450"
"2007-03-11 00:00:00", "3.0", "0.0", "4.450"
"2007-03-12 00:00:00", "7.0", "0.0", "4.830"
"2007-03-13 00:00:00", "14.0", "0.0", "7.520"
"2007-03-14 00:00:00", "15.0", "10.3", "23.88"
"2007-03-15 00:00:00", "4.0", "0.0", "72.43"
"2007-03-16 00:00:00", "-6.0", "10.0", "57.81"
"2007-03-17 00:00:00", "-3.8", "4.0", "28.74"
"2007-03-18 00:00:00", "0.0", "0.0", "21.70"
"2007-03-19 00:00:00", "3.0", "0.0", "18.62"
"2007-03-20 00:00:00", "-5.1", "0.0", "17.00"
